psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
101610,1,34,1,S,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,43,3,2,1,7,3.96551724137931,1.18430043415964
101612,1,48,3,S,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,2,40,6,2,1,4,1.96551724137931,.587001084757388
101613,1,18,2,U,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,48,4,2,2,2,2.37931034482759,.710580260495785
101619,1,42,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,73,4,2,1,3,1.06896551724138,.31924620399086
101629,1,19,2,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,67,3,2,9,99,1.44827586206897,.432527115084391
101632,1,1,3,S,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,2,44,8,2,1,8,3.06896551724138,.916545553393114
101635,1,31,2,R,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2, , , , , , , , , , , ,2,1,2,2,1,2,1,2,48,4,2,1,6,3.44827586206897,1.02982646448665
101638,1,55,2,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,63,3,2,1,4,2,.597299349402254
101639,1,48,3,R,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2, , , , , , , ,1,2,2,2,1,2,1,2,2,3,2,1,65,8,2,1,6,1,.298649674701127
101648,1,48,3,S,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,51,6,1,6,8,3.51724137931035,1.05042299377638
101655,1,12,3,S,1,1,1,8,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,53,3,2,1,4,2.51724137931034,.751773319075251
101660,1,41,4,U,1,2,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,66,5,2,1,5,1,.298649674701127
101665,1,24,3,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,49,4,1,1,6,5.93103448275862,1.77130151891703
101667,1,8,4,S,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,59,4,2,1,6,1.3448275862069,.401632321149792
101672,1,40,3,R,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,1,2,1,1,1,62,8,2,1,9,1.62068965517241,.484018438308723
101685,1,42,1,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,78,6,2,2,5,1.79310344827586,.535509761533055
101688,1,4,4,U,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,55,5,2,1,7,2.68965517241379,.803264642299583
101700,1,55,2,R,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,39,4,2,1,4,4.58620689655173,1.36966919776724
101701,1,41,4,U,1,2,1,2,1,1,1,1,2,1,8,1,2,1,1,2,2,2,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,46,8,2,1,7,2.6551724137931,.792966377654717
101716,1,33,1,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,85,3,2,1,99,1.58620689655172,.473720173663857
101717,1,21,3,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,57,2,2,1,2,2,.597299349402254
101747,1,37,3,S,1,2,1,8,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,84,8,2,1,99,1.20689655172414,.360439262570326
101749,1,18,2,S,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,29,3,2,1,4,2.75862068965517,.823861171589316
101750,1,21,3,U,1,1,1,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2,3,2,1,58,4,2,2,4,2,.597299349402254
101752,1,36,1,S,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,2,1,30,6,2,1,99,2.13793103448276,.63849240798172
101761,1,34,1,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,56,5,2,1,99,3.51724137931035,1.05042299377638
101762,1,18,2,S,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,43,6,2,1,8,3.75862068965517,1.12251084629044
101765,1,33,1,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,64,3,2,1,99,1.68965517241379,.504614967598456
101766,1,36,1,S,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,57,8,2,1,9,1,.298649674701127
101771,1,12,3,S,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,1,60,6,2,1,7,4.86206896551724,1.45205531492617
101772,1,12,3,S,1,1,1,8,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,61,6,2,3,1,2.6551724137931,.792966377654717
101773,1,26,2,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,82,8,2,1,9,1.20689655172414,.360439262570326
101775,1,40,3,S,1,2,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,77,8,2,1,99,1.51724137931035,.453123644374124
101777,1,29,2,U,1,1,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,72,6,2,1,4,1.03448275862069,.308947939345994
101779,1,6,4,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,78,3,2,1,2,1.68965517241379,.504614967598456
101781,1,17,2,S,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,2,54,6,2,4,8,4.93103448275862,1.4726518442159
101783,1,51,3,R,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,1,2,2,1,70,8,2,1,6,1.6551724137931,.49431670295359
101797,1,6,4,S,1,2,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,83,6,2,1,6,1.13793103448276,.339842733280593
101802,1,41,4,S,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2, , , , , , , , , , , ,1,1,1,2,1,2,1,2,51,8,2,1,99,2.6551724137931,.792966377654717
101811,1,34,1,S,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,63,3,2,1,6,2.20689655172414,.659088937271453
101824,1,36,1,U,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2, , , , , , , , , , , ,2,2,1,2,1,3,2,2,19,4,2,2,5,4.31034482758621,1.28728308060831
101834,1,44,1,S,1,1,1,1,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,1,1,2,40,6,1,1,6,3.48275862068966,1.04012472913151
101836,1,25,1,S,1,2,2, ,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2, , , , , , , , , , , , , , , , ,3,2,2,48,5,2,1,4,7.37931034482759,2.20382863400142
101838,1,36,1,U,1,2,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,2,1,2,39,3,2,1,1,4.89655172413793,1.46235357957104
101844,1,45,3,R,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,2,2,59,5,2,1,99,1.13793103448276,.339842733280593
101851,1,42,1,S,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,54,3,2,1,7,3.41379310344828,1.01952819984178
101852,1,42,1,S,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,50,6,2,1,6,3.68965517241379,1.10191431700071
101853,1,42,1,S,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,45,6,2,1,99,3.55172413793104,1.06072125842124
101857,1,36,1,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,89,3,2,2,2,1.75862068965517,.525211496888189
101864,1,25,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,1,2,62,3,2,1,3,1.68965517241379,.504614967598456
101867,1,37,3,R,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,64,4,2,1,5,1.75862068965517,.525211496888189
101875,1,42,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,70,9,2,1,4,2.3448275862069,.700281995850919
101882,1,12,3,S,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , , ,1,1,1,2,2,3,2,2,62,6,2,1,7,3.17241379310345,.947440347327713
101899,1,42,1,U,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,1,2,2,2,1,2,2,44,3,2,2,5,4.06896551724138,1.21519522809424
101906,1,39,2,S,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,54,4,2,1,6,2.86206896551724,.854755965523915
101909,1,51,3,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,81,3,2,1,3,1.86206896551724,.556106290822788
101912,1,36,1,S,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,47,3,2,1,5,2.44827586206897,.731176789785518
101916,1,13,3,U,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,67,3,1,2,2,8.03448275862069,2.39949566225388
101934,1,34,1,S,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,1,2,2,2,1,20,4,2,6,9,3.82758620689655,1.14310737558018
101941,1,45,3,S,1,1,2, ,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2, , , , , , , , , , , , , , , , ,1,2,1,45,2,2,1,1,2.86206896551724,.854755965523915
101946,1,12,3,U,1,1,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2,3,2,1,74,3,2,1,5,2.41379310344828,.720878525140651
101949,1,36,1,U,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,74,4,9,2,5,1.89655172413793,.566404555467655
101959,1,36,1,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,83,4,2,1,6,2.89655172413793,.865054230168782
101971,1,42,1,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,62,3,2,1,99,2.20689655172414,.659088937271453
101986,1,12,3,S,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,1,1,53,8,2,1,9,3.10344827586207,.926843818037981
101992,1,45,3,R,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,1,2,45,7,2,1,6,2.79310344827586,.834159436234183
102000,1,27,2,S,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,2,48,6,2,1,9,4.86206896551724,1.45205531492617
102001,1,53,4,S,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,99,7,2,1,99,1.41379310344828,.422228850439524
102002,1,29,2,R,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,76,4,2,1,2,1.27586206896552,.381035791860059
102008,1,41,4,U,1,2,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,3,2,1,99,6,2,4,99,1.79310344827586,.535509761533055
102022,1,42,1,S,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,1,1,2,53,8,2,1,6,1.24137931034483,.370737527215192
102025,1,34,1,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,28,4,2,1,3,5.37931034482759,1.60652928459917
102027,1,36,1,U,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,67,6,2,1,99,1.3448275862069,.401632321149792
102029,1,51,3,S,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,55,8,2,1,9,2.17241379310345,.648790672626586
102043,1,44,1,S,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,55,6,2,1,6,1.17241379310345,.350140997925459
102044,1,37,3,S,1,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,52,6,9,1,8,2,.597299349402254
102052,1,26,2,S,2,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,76,2,2,1,2,1.24137931034483,.370737527215192
102053,1,13,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,83,4,2,1,99,1.96551724137931,.587001084757388
102065,1,13,3,S,1,2,1,2,2,2,2,2,1,2,1, , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2,2,1,1,2,1,1,2,1,80,3,2,2,3,1.27586206896552,.381035791860059
102076,1,44,1,S,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,60,8,2,1,9,2.13793103448276,.63849240798172
102084,1,34,1,S,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,62,3,2,1,8,2.93103448275862,.875352494813648
102090,1,12,3,S,1,1,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,1,74,3,2,1,4,1.89655172413793,.566404555467655
102091,1,54,3,S,1,2,1,8,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,33,3,2,1,1,2.79310344827586,.834159436234183
102093,1,45,3,R,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,99,4,2,1,99,1,.298649674701127
102100,1,12,3,S,1,1,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,1,2,1,2,1,58,6,2,1,8,1.82758620689655,.545808026177922
102104,1,39,2,S,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,66,3,2,1,1,1.24137931034483,.370737527215192
102113,1,47,3,U,1,1,1,1,2,2,1,1,2,1,2,2,2,1,8,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,2,2,2,2,50,6,2,1,99,3.68965517241379,1.10191431700071
102121,1,53,4,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,78,3,2,1,4,3.3448275862069,.998931670552046
102129,1,29,2,S,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,70,8,2,1,7,1,.298649674701127
102133,1,27,2,S,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,8,2,1,7,1.20689655172414,.360439262570326
102135,1,6,4,S,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , ,1,2,2,2,2,2,1,2,1,1,1,2,49,8,2,3,9,3.31034482758621,.988633405907179
102141,1,6,4,U,1,2,1,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,87,8,2,1,6,1.55172413793103,.46342190901899
102142,1,29,2,R,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,79,9,2,1,1,1.44827586206897,.432527115084391
102143,1,17,2,S,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,61,8,2,1,2,2.17241379310345,.648790672626586
102145,1,29,2,S,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,82,4,2,1,2,1,.298649674701127
102148,1,48,3,S,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,58,6,9,3,7,1.68965517241379,.504614967598456
102151,1,48,3,S,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,75,2,2,2,1,2.82758620689655,.844457700879049
102152,1,47,3,U,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,43,4,2,1,3,3.58620689655172,1.07101952306611
102162,1,27,2,S,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2, , , , , , , ,2,1,2,1,1,2,1,2,1,1,2,2,51,8,2,1,9,2.82758620689655,.844457700879049
102173,1,6,4,U,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,78,4,2,1,4,1.48275862068966,.442825379729257
102175,1,28,3,R,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2, , , , , , , , , , , ,1,2,1,2,2,3,2,1,20,3,2,1,99,2.13793103448276,.63849240798172
102177,1,48,3,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,88,3,2,1,99,1.44827586206897,.432527115084391
102179,1,19,2,R,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,93,2,2,1,4,1.44827586206897,.432527115084391
102183,1,53,4,U,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,18,3,1,6,9,2.86206896551724,.854755965523915
102184,1,41,4,U,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,9,1,1,1,40,5,9,1,8,4.96551724137931,1.48295010886077
102187,1,6,4,U,1,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,1,2,79,5,2,2,4,2.3448275862069,.700281995850919
102195,1,48,3,U,1,1,2, ,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,3,1,2,56,4,2,1,5,5.48275862068966,1.63742407853377
102201,1,18,2,S,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2, , , , , , , ,1,2,2,1,2,2,2,2,2,1,2,2,52,7,2,1,99,4.37931034482759,1.30787960989804
102209,1,20,2,R,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,23,4,2,1,7,2.82758620689655,.844457700879049
102211,1,48,3,S,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2, , , , , , , ,2,2,2,2,2,2,2,2,1,1,2,2,75,6,2,1,99,1.58620689655172,.473720173663857
102214,1,55,2,R,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,1,2,1,2,2,2,48,5,2,1,4,1.82758620689655,.545808026177922
200008,2,34,1,S,1,2, ,2,2,2,2,2,1,2,2, , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2,2,2,2,2,2,3,2,2,73,3,2,2,99,1.3448275862069,.401632321149792
200009,2,42,1,S,1,1, ,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,3,2,2,19,4,2,1,7,4.68965517241379,1.40056399170184
200016,2,36,1,S,1,1, ,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,3,2,2,51,6,2,1,99,3.68965517241379,1.10191431700071
200019,2,12,3,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,73,3,2,1,6,2.03448275862069,.60759761404712
200023,2,13,3,R,1,1, ,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,3,2,2,22,3,2,2,1,2.31034482758621,.689983731206052
200025,2,25,1,U,1,1, ,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,1,32,3,1,1,1,7.3448275862069,2.19353036935655
200030,2,39,2,S,1,1, ,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,2,2,2,3,2,2,20,3,2,2,5,6.48275862068966,1.93607375323489
200032,2,34,1,S,1,2, ,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,1,1,1,1,55,4,2,1,5,3.62068965517241,1.08131778771098
200043,2,18,2,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,66,3,2,1,1,2.55172413793103,.762071583720117
200051,2,42,1,U,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,34,3,2,2,4,2.3448275862069,.700281995850919
200052,2,34,1,S,1,1, ,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,33,8,2,1,9,4.44827586206897,1.32847613918777
200059,2,36,1,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,70,3,2,1,4,1.27586206896552,.381035791860059
200062,2,11,3,U,1,1, ,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,30,7,2,4,8,5.03448275862069,1.5035466381505
200077,2,26,2,R,1,2, ,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,1,46,6,2,1,1,1.27586206896552,.381035791860059
200081,2,25,1,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,66,5,2,1,4,2.03448275862069,.60759761404712
200085,2,24,3,S,1,1, ,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,61,6,2,1,8,2.55172413793103,.762071583720117
200092,2,34,1,S,1,1, ,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,1,1,2,3,2,2,18,3,1,6,1,5.51724137931035,1.64772234317863
200099,2,42,1,S,1,1, ,1,1,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , ,1,2,2,2,2,9,2,2,35,6,2,1,99,4.58620689655173,1.36966919776724
200101,2,34,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,80,6,2,1,4,1.41379310344828,.422228850439524
