psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
200848,2,6,4,U,1,1, ,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,2,2,53,4,2,2,4,4.75862068965517,1.42116052099157
200849,2,49,4,S,1,1, ,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,31,6,2,1,7,5.24137931034483,1.5653362260197
200853,2,35,4,R,1,1, ,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,22,6,2,3,2,2.62068965517241,.78266811300985
200859,2,53,4,R,1,2, ,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , ,1,2,2,2,2,2,1,2,1,2,1,2,57,6,2,1,6,3.44827586206897,1.02982646448665
200864,2,4,4,U,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,57,4,2,1,5,2.06896551724138,.617895878691987
200885,2,26,2,U,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,81,6,2,2,2,1,.298649674701127
200891,2,36,1,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,82,3,2,1,5,2.75862068965517,.823861171589316
200895,2,26,2,S,1,1, ,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,1,3,1,2,36,3,2,1,2,5.41379310344828,1.61682754924403
200899,2,12,3,S,1,1, ,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,19,4,2,1,99,6.75862068965517,2.01845987039382
200904,2,39,2,U,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2, , , , , , , , , , , ,2,2,1,2,1,2,2,1,30,3,2,2,2,4.89655172413793,1.46235357957104
200910,2,37,3,U,1,1, ,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,3,1,2,32,8,2,1,4,7.10344827586207,2.12144251684249
200912,2,36,1,U,1,1, ,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,22,5,2,1,99,3.37931034482759,1.00922993519691
200929,2,42,1,R,1,1, ,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,1,1,2,1,62,8,2,1,9,1.68965517241379,.504614967598456
200932,2,47,3,U,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,63,6,2,1,5,3.79310344827586,1.13280911093531
200936,2,26,2,S,1,1, ,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,70,4,2,1,99,1.89655172413793,.566404555467655
200951,2,39,2,S,1,1, ,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2, , , , , , , ,2,2,2,2,2,2,1,2,2,1,1,1,40,8,2,1,8,3.24137931034483,.968036876617446
200958,2,25,1,S,1,1, ,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,38,3,2,1,8,5.37931034482759,1.60652928459917
200964,2,42,1,U,1,1, ,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,32,4,1,1,8,8,2.38919739760902
200965,2,37,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,83,4,2,1,4,1.44827586206897,.432527115084391
200973,2,51,3,U,1,2, ,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,20,3,2,1,99,5.89655172413793,1.76100325427216
200982,2,25,1,S,1,1, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,1,1,34,6,2,1,7,3.17241379310345,.947440347327713
200986,2,36,1,S,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,1,47,3,2,2,1,6.20689655172414,1.85368763607596
200996,2,24,3,U,1,1, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,1,2,2,2,2,1,1,1,64,8,2,1,8,2.13793103448276,.63849240798172
201001,2,36,1,S,1,2, ,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,99,8,2,1,6,1,.298649674701127
201006,2,12,3,U,1,1, ,8,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2, , , , , , , , , , , ,1,2,1,2,1,2,2,2,25,4,1,1,3,8.03448275862069,2.39949566225388
201012,2,34,1,S,1,1, ,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,63,8,2,1,99,2.20689655172414,.659088937271453
201013,2,37,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,82,1,2,1,9,2.72413793103448,.81356290694445
201018,2,23,1,S,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,36,6,2,1,7,3.6551724137931,1.09161605235584
201021,2,45,3,S,1,1, ,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,1,1,47,3,2,3,2,4.72413793103448,1.4108622563467
201024,2,28,3,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,1,1,3,2,2,59,3,2,2,4,2.93103448275862,.875352494813648
201029,2,13,3,R,1,1, ,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,3,1,2,31,5,2,2,6,5.96551724137931,1.7815997835619
201030,2,48,3,R,1,1, ,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,8,2,1,1,1,30,3,1,1,4,6.6551724137931,1.98756507645923
201047,2,47,3,U,1,2, ,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,99,8,2,1,8,2.31034482758621,.689983731206052
201057,2,48,3,R,1,1, ,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,62,3,2,1,99,2,.597299349402254
201061,2,12,3,U,1,2, ,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,73,6,2,1,99,1.51724137931035,.453123644374124
201066,2,17,2,S,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,59,4,2,1,7,3.17241379310345,.947440347327713
201075,2,13,3,S,1,1, ,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , , ,1,1,1,2,1,2,1,2,34,3,2,4,1,8.03448275862069,2.39949566225388
201079,2,28,3,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,43,4,2,1,6,7.58620689655173,2.26561822187062
201090,2,48,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,66,2,2,1,99,4.72413793103448,1.4108622563467
201092,2,40,3,S,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,37,6,2,1,6,2.48275862068966,.741475054430384
201100,2,19,2,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,72,3,2,1,3,1.51724137931035,.453123644374124
201101,2,20,2,U,1,1, ,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,9,9,9,9,9,9,9,1,2,2,2,1,2,2,2,2,1,2,1,56,5,2,9,3,5.62068965517241,1.67861713711323
201103,2,1,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,1,53,3,2,2,2,3.17241379310345,.947440347327713
201104,2,42,1,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,1,74,8,2,1,9,1.27586206896552,.381035791860059
201108,2,36,1,U,1,1, ,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,2,28,6,2,3,5,8.03448275862069,2.39949566225388
201116,2,1,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,84,6,2,1,4,1,.298649674701127
201117,2,29,2,U,1,1, ,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,20,3,2,2,6,2.17241379310345,.648790672626586
201118,2,36,1,R,1,2, ,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,67,6,2,1,99,1.03448275862069,.308947939345994
201124,2,36,1,S,1,1, ,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,62,4,2,2,8,2.20689655172414,.659088937271453
201129,2,36,1,U,1,2, ,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,63,7,2,1,6,1.51724137931035,.453123644374124
201143,2,36,1,R,1,1, ,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,3,2,1,22,4,2,1,99,2.37931034482759,.710580260495785
201156,2,13,3,U,1,1, ,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,1,2,2,1,2,1,27,6,1,6,4,3.86206896551724,1.15340564022504
201161,2,48,3,U,1,1, ,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,40,6,1,1,7,7.24137931034483,2.16263557542195
201169,2,5,3,S,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,25,5,2,1,3,5.41379310344828,1.61682754924403
201172,2,22,3,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,53,3,2,2,1,1.3448275862069,.401632321149792
201179,2,1,3,R,1,1, ,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,2,3,1,2,32,4,2,1,3,7.17241379310345,2.14203904613222
201187,2,26,2,S,1,1, ,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2, , , , , , , ,1,2,2,2,2,1,1,2,2,2,1,2,40,5,2,2,2,8.03448275862069,2.39949566225388
201190,2,42,1,S,1,1, ,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2, , , , , , , ,1,2,2,2,1,2,2,2,1,1,2,2,50,3,2,1,6,3.41379310344828,1.01952819984178
201196,2,23,1,R,1,2, ,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,60,6,2,1,8,1.37931034482759,.411930585794658
201201,2,18,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,65,5,2,1,1,2.55172413793103,.762071583720117
201203,2,31,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,2,73,3,2,1,99,2.55172413793103,.762071583720117
201210,2,42,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,72,3,2,1,2,3.37931034482759,1.00922993519691
201217,2,48,3,S,1,1, ,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,1,1,44,4,2,1,5,7.3448275862069,2.19353036935655
201227,2,16,4,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,72,4,2,1,2,2.96551724137931,.885650759458515
201232,2,26,2,R,1,1, ,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2, , , , , , , ,1,2,2,2,1,2,1,2,2,1,1,1,34,4,2,1,6,5.3448275862069,1.5962310199543
201244,2,37,3,S,2,1, ,8,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2, , , , , , , , , , , ,2,2,1,2,2,3,2,1,25,3,2,3,1,5.03448275862069,1.5035466381505
201248,2,49,4,U,1,1, ,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,2,2,1,2,1,1,1,1,38,6,2,1,6,2.89655172413793,.865054230168782
201251,2,16,4,U,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,45,2,2,1,1,5.20689655172414,1.55503796137483
201255,2,17,2,U,1,1, ,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,1,1,2,1,1,2,1,25,6,2,1,2,3.79310344827586,1.13280911093531
201263,2,48,3,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,3,1,1,57,5,2,1,2,7.37931034482759,2.20382863400142
201264,2,9,1,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,9,2,2,75,2,2,1,99,1,.298649674701127
201270,2,40,3,S,1,1, ,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,49,4,2,1,4,3.44827586206897,1.02982646448665
201271,2,42,1,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,8,2,3,2,2,46,3,2,1,1,4.96551724137931,1.48295010886077
201276,2,25,1,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , ,2,2,2,2,2,1,1,2,2,1,2,2,28,6,2,1,6,6,1.79189804820676
201285,2,45,3,R,1,1, ,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,2,2,1,1,2,1,41,5,2,1,8,7.58620689655173,2.26561822187062
201293,2,8,4,S,1,1, ,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,44,5,2,1,6,8.03448275862069,2.39949566225388
201294,2,27,2,S,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,67,4,2,1,99,1.44827586206897,.432527115084391
201298,2,39,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,50,3,2,1,3,3.79310344827586,1.13280911093531
201301,2,36,1,U,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,64,3,2,1,6,3.75862068965517,1.12251084629044
201313,2,49,4,U,1,1, ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,3,1,1,28,6,2,3,2,3.44827586206897,1.02982646448665
201314,2,48,3,U,1,1, ,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,20,3,1,6,6,4.62068965517241,1.3799674624121
201315,2,24,3,S,1,1, ,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,18,3,2,2,8,4.48275862068966,1.33877440383264
201320,2,12,3,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,73,3,2,1,99,1.44827586206897,.432527115084391
201336,2,49,4,U,1,1, ,1,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,36,6,2,1,6,5.13793103448276,1.5344414320851
201338,2,19,2,R,1,1, ,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,2,2,3,2,1,55,3,2,1,1,4.58620689655173,1.36966919776724
201353,2,21,3,S,1,1, ,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,1,3,2,2,57,3,2,1,2,3.55172413793104,1.06072125842124
201363,2,48,3,S,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,35,6,2,3,8,4.03448275862069,1.20489696344937
201364,2,37,3,U,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,35,6,2,1,6,3.24137931034483,.968036876617446
201365,2,36,1,S,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,24,6,1,1,4,3.96551724137931,1.18430043415964
201371,2,36,1,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,72,8,2,1,4,2.27586206896552,.679685466561186
201372,2,27,2,U,1,1, ,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,28,8,2,1,5,8.03448275862069,2.39949566225388
201379,2,36,1,U,1,1, ,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,1,1,40,8,2,1,99,3.58620689655172,1.07101952306611
201380,2,8,4,S,2,1, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,49,2,1,1,6,8.03448275862069,2.39949566225388
201387,2,36,1,S,1,1, ,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2, , , , , , , ,2,2,2,2,1,1,1,1,1,2,2,1,20,3,1,1,99,5.10344827586207,1.52414316744023
201397,2,4,4,U,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,66,6,2,1,8,1.86206896551724,.556106290822788
201399,2,12,3,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,50,3,2,1,4,5.17241379310345,1.54473969672997
201403,2,40,3,U,1,1, ,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,2,1,2,43,4,2,1,99,5.86206896551724,1.7507049896273
201406,2,48,3,U,1,2, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,64,3,2,1,3,3.55172413793104,1.06072125842124
201420,2,8,4,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,53,3,2,1,1,7.89655172413793,2.35830260367442
201423,2,29,2,R,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,7,2,1,7,1,.298649674701127
201425,2,6,4,S,1,2, ,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,58,6,2,1,3,5.27586206896552,1.57563449066457
201429,2,54,3,S,1,1, ,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,18,4,2,1,9,2.31034482758621,.689983731206052
201430,2,37,3,R,1,2, ,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2, , , , , , , ,1,2,2,2,2,2,2,1,2,1,1,2,46,5,2,1,3,5.03448275862069,1.5035466381505
201432,2,39,2,U,1,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,50,6,2,1,5,3.44827586206897,1.02982646448665
201433,2,36,1,S,1,1, ,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,1,2,1,23,3,2,1,9,3.44827586206897,1.02982646448665
201434,2,6,4,S,1,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2, , , , , , , , , , , ,1,2,2,2,1,1,1,1,42,3,2,1,4,8.03448275862069,2.39949566225388
201435,2,27,2,U,1,1, ,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,9,2,1,30,6,1,6,6,2.41379310344828,.720878525140651
201436,2,48,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,1,1,53,2,2,1,3,5.10344827586207,1.52414316744023
201437,2,31,2,U,1,1, ,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,23,6,2,1,5,2.17241379310345,.648790672626586
201460,2,22,3,U,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,31,4,2,1,7,8.03448275862069,2.39949566225388
201467,2,4,4,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,1,2,55,3,2,1,6,4.13793103448276,1.23579175738397
201478,2,53,4,S,1,1, ,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,3,1,1,47,4,2,1,3,8.03448275862069,2.39949566225388
201479,2,6,4,U,1,1, ,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2, , , , , , , , , , , ,2,1,1,1,1,1,2,1,27,5,1,3,2,8.03448275862069,2.39949566225388
201483,2,41,4,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,64,3,2,1,1,2.86206896551724,.854755965523915
201486,2,8,4,U,1,2, ,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,1,2,2,23,4,2,1,4,6.06896551724138,1.8124945774965
201487,2,18,2,S,1,1, ,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,1,1,2,2,1,18,3,2,9,6,2.62068965517241,.78266811300985
201491,2,8,4,S,1,1, ,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,3,1,1,35,6,2,1,6,6.72413793103448,2.00816160574896
201496,2,4,4,U,1,2, ,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,40,3,2,1,2,8.03448275862069,2.39949566225388
201497,2,29,2,S,1,1, ,1,2,2,1,1,2,1,2,2,8,2,1,1,2,1,1,1,1,2,2,2, , , , , , , , , , , ,2,2,1,8,1,1,2,2,53,6,9,9,4,2.31034482758621,.689983731206052
201498,2,18,2,U,1,1, ,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,2,1,2,1,51,6,2,1,9,3.20689655172414,.95773861197258
201512,2,19,2,S,1,2, ,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,47,5,2,1,4,8.03448275862069,2.39949566225388
201533,2,12,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,2,67,5,2,4,3,3,.895949024103381
201539,2,6,4,S,1,1, ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,20,4,1,2,3,7.89655172413793,2.35830260367442
201551,2,53,4,S,1,1, ,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,27,6,2,1,7,8.03448275862069,2.39949566225388
201554,2,17,2,R,1,1, ,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,2,2,47,5,2,1,5,5,1.49324837350564
201559,2,1,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,64,3,2,2,99,5,1.49324837350564
